com.edu.task1.entity.Bus
numberPassengerSeats;numberPassengerStanding;namePicking;vin;releaseYear;color;mark
36;37;Люкс;-1532100343783432957;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@326de728
20;31;Люкс;5566890025670351816;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@2cfb4a64
24;28;Люкс;2702730334761097700;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@21a06946
21;23;Люкс;7192038656260527133;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@71f2a7d5
24;22;Люкс;8155022726739429678;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@7a92922
33;24;Люкс;-2995815007193773876;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@71f2a7d5
22;32;Люкс;-5772246048985213585;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71f2a7d5
27;24;Люкс;944908088255916758;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@21a06946
30;23;Люкс;9180339258930178936;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@77f03bb1
27;39;Люкс;3548137586494711136;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@25618e91
34;27;Люкс;-6620531178307445972;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@25618e91
35;27;Люкс;7388672250035410973;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@326de728
27;28;Люкс;-7966208591239881081;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71f2a7d5
38;30;Люкс;6658837315071149561;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@326de728
38;20;Люкс;-2849113992993508622;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71f2a7d5
26;33;Люкс;3396298746708198408;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@71f2a7d5
29;33;Люкс;7864366622081757382;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@7a92922
22;35;Люкс;1359410057095722158;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@21a06946
32;28;Люкс;2606801565408447774;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@2cfb4a64
29;35;Люкс;1583546616105114383;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@25618e91
29;37;Люкс;7210860799871545826;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@71f2a7d5
26;23;Люкс;7961130318431113913;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@25618e91
23;37;Люкс;-5013522329889859567;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@326de728
32;26;Люкс;8969967437703018385;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@25618e91
39;39;Люкс;3286466080906711119;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@25618e91
27;29;Люкс;-6148263078904739333;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@326de728
20;36;Люкс;-6160907224324840017;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@2cfb4a64
25;23;Люкс;1415822357652495182;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@326de728
25;24;Люкс;-6853306288226400574;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71f2a7d5
27;30;Люкс;-4626298424888308105;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2cfb4a64
34;33;Люкс;-6415369359215468320;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@77f03bb1
20;23;Люкс;1857206915853220076;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@326de728
37;37;Люкс;1720789967932316086;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@71f2a7d5
20;30;Люкс;542304819025244116;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@71f2a7d5
28;24;Люкс;-982084875568721135;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@77f03bb1
38;22;Люкс;-3351039376899060363;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@7a92922
31;20;Люкс;9069546048429925609;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@21a06946
31;20;Люкс;-8526735244403197218;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@77f03bb1
30;22;Люкс;5010740929920448945;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@77f03bb1
26;30;Люкс;1596338573783894485;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@71f2a7d5
24;26;Люкс;-215100809417279266;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@7a92922
29;20;Люкс;-572711972178138365;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@2cfb4a64
33;27;Люкс;-5711414188803003466;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@25618e91
39;39;Люкс;-5416886762641552289;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@326de728
27;25;Люкс;-1739155400533882788;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@7a92922
38;39;Люкс;-4651089551181861928;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2cfb4a64
36;20;Люкс;-2439267305966153960;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@77f03bb1
37;20;Люкс;7822253109133273671;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@2cfb4a64
27;34;Люкс;-2533733204653922837;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@7a92922
33;28;Люкс;-1533658135836562796;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@25618e91
32;37;Люкс;-5087474083342770604;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@2cfb4a64
32;23;Люкс;3142118161867114790;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@326de728
22;31;Люкс;4264402614632976732;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@25618e91
26;36;Люкс;-1980401058645264495;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@7a92922
29;30;Люкс;6137089892590665192;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@2cfb4a64
21;20;Люкс;5387830148761667708;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@326de728
34;36;Люкс;-3320158114099653312;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@25618e91
21;25;Люкс;7741332197737609168;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@2cfb4a64
27;36;Люкс;-784417383411867173;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@21a06946
37;21;Люкс;3103442210158787367;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@25618e91
35;36;Люкс;4232246072418432109;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@77f03bb1
38;25;Люкс;5423329881784460916;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@71f2a7d5
26;32;Люкс;7461552131445015348;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@21a06946
36;33;Люкс;-5378926719692017425;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@326de728
31;32;Люкс;-7797854780938836097;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@77f03bb1
23;38;Люкс;-6501790449733114300;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@71f2a7d5
35;33;Люкс;6319949944510457215;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2cfb4a64
20;28;Люкс;-3555413106505428996;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@77f03bb1
31;33;Люкс;4971035759919753810;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@77f03bb1
25;38;Люкс;-4304584349418872020;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@7a92922
26;25;Люкс;-684489736045630386;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@71f2a7d5
32;27;Люкс;-2353261031370686884;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@2cfb4a64
24;33;Люкс;3332542175493806475;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2cfb4a64
36;35;Люкс;-7873657308584836166;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@25618e91
38;32;Люкс;4977616643096182964;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@2cfb4a64
38;39;Люкс;1030230663850417024;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@25618e91
23;32;Люкс;400343953115521038;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@326de728
22;30;Люкс;319388440529824419;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@71f2a7d5
33;37;Люкс;8187804698092291785;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@71f2a7d5
22;38;Люкс;-3687076188789438018;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@2cfb4a64
30;38;Люкс;-3670160160971311993;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@25618e91
33;23;Люкс;-5107753738761287618;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@71f2a7d5
38;22;Люкс;1455652357306737451;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@77f03bb1
29;35;Люкс;-4396724844884457522;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@2cfb4a64
37;23;Люкс;2488284809744099044;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@25618e91
23;38;Люкс;5283666858637949957;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@21a06946
34;20;Люкс;-5871011977928109958;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@7a92922
35;29;Люкс;1682433620190911055;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@2cfb4a64
38;20;Люкс;-4994101189970625065;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@2cfb4a64
20;22;Люкс;-6380425798413629927;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@7a92922
36;37;Люкс;-6985367492226677543;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@25618e91
30;35;Люкс;8122089822916756801;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71f2a7d5
30;35;Люкс;-6593197481147456425;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@25618e91
20;21;Люкс;178092652433328317;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71f2a7d5
29;20;Люкс;-4842318623192094862;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@21a06946
22;39;Люкс;-1508158034648459894;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@71f2a7d5
23;37;Люкс;-1059894350964988130;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@77f03bb1
35;36;Люкс;-8176873620480353832;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@77f03bb1
33;35;Люкс;1047373447027774960;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2cfb4a64
24;25;Люкс;-8304386662274762124;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@77f03bb1
20;20;Люкс;1748744159961350698;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@7a92922
27;37;Люкс;-8732700151408499594;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@77f03bb1
33;21;Люкс;-8820631699000493564;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@2cfb4a64
35;20;Люкс;-7791822303181148373;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@71f2a7d5
21;38;Люкс;-2526975501530808770;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@21a06946
26;27;Люкс;-6669513525604312507;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@71f2a7d5
39;37;Люкс;5855673972668608227;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@71f2a7d5
39;39;Люкс;3976627286284514370;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@21a06946
20;26;Люкс;-6248303351424410017;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@7a92922
38;31;Люкс;2103749692723442970;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@77f03bb1
38;27;Люкс;5007324076470712005;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@71f2a7d5
37;32;Люкс;3543241549507156269;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@326de728
26;25;Люкс;3314350954042563930;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@326de728
36;36;Люкс;3483339637064140908;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@2cfb4a64
28;21;Люкс;-1410672925523312539;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@77f03bb1
20;38;Люкс;-6999904791103285818;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@25618e91
25;25;Люкс;-5491728261701108933;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@21a06946
39;34;Люкс;-2378769827589709099;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@25618e91
26;38;Люкс;3456372702110448774;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@2cfb4a64
28;29;Люкс;7471190403063362506;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@326de728
39;30;Люкс;-2681510775952205099;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@71f2a7d5
39;25;Люкс;8835227754859904919;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@25618e91
24;26;Люкс;1548470217546007402;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@25618e91
30;24;Люкс;-8748584310568761253;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@7a92922
38;28;Люкс;-8242762334911500481;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@77f03bb1
34;38;Люкс;4302698445118228498;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@7a92922
27;32;Люкс;-3804666995865105830;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@71f2a7d5
34;20;Люкс;2874154660816846206;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@2cfb4a64
31;21;Люкс;-5812591267309848237;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@7a92922
34;31;Люкс;-1892093163819571887;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@326de728
26;26;Люкс;4895748812889221411;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@77f03bb1
30;23;Люкс;-6718633612888691812;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@77f03bb1
30;30;Люкс;-8881678563470158545;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@25618e91
30;34;Люкс;2651755565135995260;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@7a92922
27;38;Люкс;-3214061547076128875;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@2cfb4a64
21;20;Люкс;-2276029485360610557;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@21a06946
26;29;Люкс;750264788817270710;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@77f03bb1
21;21;Люкс;-453563483819173531;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@326de728
35;22;Люкс;-6202617478812366075;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@25618e91
30;22;Люкс;-4165433509287525020;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@326de728
23;39;Люкс;5949381163516541967;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@77f03bb1
35;34;Люкс;2912212416202063358;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@2cfb4a64
38;34;Люкс;-5436952790187590710;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@326de728
22;37;Люкс;-5532299917051130027;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@71f2a7d5
23;30;Люкс;-6430908939253456606;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@77f03bb1
24;26;Люкс;3744353348263257566;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@25618e91
21;27;Люкс;4816237019322915522;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@77f03bb1
22;22;Люкс;1540440505493877198;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@326de728
34;23;Люкс;-9022737002269403360;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@326de728
39;20;Люкс;168872643619122882;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@21a06946
30;28;Люкс;-1611075529202225460;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2cfb4a64
27;22;Люкс;-8890677861951726674;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@77f03bb1
22;39;Люкс;-8108674255846605575;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@21a06946
29;26;Люкс;-3889897055455236344;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@21a06946
24;24;Люкс;7417737375051862605;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@326de728
28;21;Люкс;-5258462981000080587;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@7a92922
27;24;Люкс;-8280239946470953498;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@25618e91
33;37;Люкс;7636434685665277748;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@77f03bb1
21;21;Люкс;-3434863497617692499;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@77f03bb1
21;38;Люкс;-355081859382247542;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@25618e91
29;28;Люкс;-7013030237110141217;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@21a06946
22;24;Люкс;-4283801343207513235;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@326de728
35;37;Люкс;1356955403068449753;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@25618e91
31;31;Люкс;-5120537404116925900;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@25618e91
22;27;Люкс;-6882218208057979869;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@25618e91
20;37;Люкс;2620219296018382079;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@7a92922
20;31;Люкс;-4608069168822511168;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@25618e91
21;33;Люкс;-4113356187308121949;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@21a06946
37;24;Люкс;2688463432476055222;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@7a92922
32;33;Люкс;1884260599010601945;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71f2a7d5
